Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,group,category,n_genes,p_adj_global
GO_Biological_Process_2021_fixed.gmt,positive regulation of leukocyte chemotaxis (GO:0002690),1/54,0.2709428335731115,0.3470468229567011,4.796337312949057,6.263284737121287,AIF1,2,GO_BP,100,0.46283375528907456
GO_Biological_Process_2021_fixed.gmt,regulation of humoral immune response (GO:0002920),1/54,0.2709428335731115,0.3470468229567011,4.796337312949057,6.263284737121287,CFP,2,GO_BP,100,0.46283375528907456
GO_Biological_Process_2021_fixed.gmt,regulation of megakaryocyte differentiation (GO:0045652),1/54,0.2709428335731115,0.3470468229567011,4.796337312949057,6.263284737121287,NFE2,2,GO_BP,100,0.46283375528907456
GO_Biological_Process_2021_fixed.gmt,regulation of proteasomal protein catabolic process (GO:0061136),1/54,0.2709428335731115,0.3470468229567011,4.796337312949057,6.263284737121287,GPX1,2,GO_BP,100,0.46283375528907456
GO_Molecular_Function_2021_fixed.gmt,carboxylic acid binding (GO:0031406),1/41,0.2091456846479463,0.3500916895193884,6.490260631001372,10.15546796525186,PSAP,2,GO_MF,100,0.46539488423199754
GO_Biological_Process_2021_fixed.gmt,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154),1/55,0.27520460697089044,0.3504633407427678,4.708012939491966,6.074468651814282,GPX1,2,GO_BP,100,0.46539488423199754
GO_Biological_Process_2021_fixed.gmt,negative regulation of cytokine-mediated signaling pathway (GO:0001960),1/55,0.27520460697089044,0.3504633407427678,4.708012939491966,6.074468651814282,GSTP1,2,GO_BP,100,0.46539488423199754
GO_Biological_Process_2021_fixed.gmt,protein sumoylation (GO:0016925),1/55,0.27520460697089044,0.3504633407427678,4.708012939491966,6.074468651814282,NUP214,2,GO_BP,100,0.46539488423199754
GO_Biological_Process_2021_fixed.gmt,regulation of gene silencing by RNA (GO:0060966),1/55,0.27520460697089044,0.3504633407427678,4.708012939491966,6.074468651814282,NUP214,2,GO_BP,100,0.46539488423199754
GO_Biological_Process_2021_fixed.gmt,regulation of posttranscriptional gene silencing (GO:0060147),1/55,0.27520460697089044,0.3504633407427678,4.708012939491966,6.074468651814282,NUP214,2,GO_BP,100,0.46539488423199754
GO_Cellular_Component_2021_fixed.gmt,brush border membrane (GO:0031526),1/37,0.20769356813677037,0.3514814230006883,6.546316697001629,10.28879041152047,CD36,2,GO_CC,100,0.46616682251697894
GO_Biological_Process_2021_fixed.gmt,negative regulation of immune response (GO:0050777),2/178,0.2778621771972897,0.35343811659701546,2.4310421947219325,3.1132656963766596,LGALS3;FCGR1A,2,GO_BP,100,0.4684293363662059
GO_Biological_Process_2021_fixed.gmt,blood vessel morphogenesis (GO:0048514),1/56,0.27944175246165315,0.3538093156167705,4.622871426339635,5.893982658887058,ID1,2,GO_BP,100,0.46850522681492945
GO_Biological_Process_2021_fixed.gmt,glycosaminoglycan catabolic process (GO:0006027),1/56,0.27944175246165315,0.3538093156167705,4.622871426339635,5.893982658887058,VCAN,2,GO_BP,100,0.46850522681492945
GO_Biological_Process_2021_fixed.gmt,peptidyl-tyrosine modification (GO:0018212),1/56,0.27944175246165315,0.3538093156167705,4.622871426339635,5.893982658887058,FES,2,GO_BP,100,0.46850522681492945
GO_Biological_Process_2021_fixed.gmt,regulation of ATP metabolic process (GO:1903578),1/56,0.27944175246165315,0.3538093156167705,4.622871426339635,5.893982658887058,NUP214,2,GO_BP,100,0.46850522681492945
GO_Molecular_Function_2021_fixed.gmt,signal sequence binding (GO:0005048),1/42,0.21366675177227906,0.35381376099925776,6.333333333333333,9.774472178656564,NUP214,2,GO_MF,100,0.46850522681492945
GO_Biological_Process_2021_fixed.gmt,protein stabilization (GO:0050821),2/179,0.2800228247418768,0.3541370361235012,2.417181451280784,3.076791986498771,GRN;TYROBP,2,GO_BP,100,0.4686074737652635
GO_Biological_Process_2021_fixed.gmt,arachidonic acid metabolic process (GO:0019369),1/57,0.28365441071955483,0.3554574656565459,4.540743772059952,5.721331002195693,GPX1,2,GO_BP,100,0.46869444509707986
GO_Biological_Process_2021_fixed.gmt,carboxylic acid transport (GO:0046942),1/57,0.28365441071955483,0.3554574656565459,4.540743772059952,5.721331002195693,PSAP,2,GO_BP,100,0.46869444509707986
GO_Biological_Process_2021_fixed.gmt,cellular response to peptide (GO:1901653),1/57,0.28365441071955483,0.3554574656565459,4.540743772059952,5.721331002195693,CD36,2,GO_BP,100,0.46869444509707986
GO_Biological_Process_2021_fixed.gmt,icosanoid metabolic process (GO:0006690),1/57,0.28365441071955483,0.3554574656565459,4.540743772059952,5.721331002195693,GPX1,2,GO_BP,100,0.46869444509707986
GO_Biological_Process_2021_fixed.gmt,monocarboxylic acid transport (GO:0015718),1/57,0.28365441071955483,0.3554574656565459,4.540743772059952,5.721331002195693,CD36,2,GO_BP,100,0.46869444509707986
GO_Biological_Process_2021_fixed.gmt,positive regulation of cellular biosynthetic process (GO:0031328),2/180,0.28218309640351885,0.3554574656565459,2.403476010287156,3.04087578292555,IL1B;CD36,2,GO_BP,100,0.46869444509707986
GO_Biological_Process_2021_fixed.gmt,positive regulation of proteolysis (GO:0045862),1/57,0.28365441071955483,0.3554574656565459,4.540743772059952,5.721331002195693,IL1B,2,GO_BP,100,0.46869444509707986
GO_Biological_Process_2021_fixed.gmt,regulation of mitotic nuclear division (GO:0007088),1/57,0.28365441071955483,0.3554574656565459,4.540743772059952,5.721331002195693,IL1B,2,GO_BP,100,0.46869444509707986
GO_Molecular_Function_2021_fixed.gmt,S-adenosylmethionine-dependent methyltransferase activity (GO:0008757),1/43,0.21816235130813635,0.35741491597290426,6.183790849673203,9.414919041225206,HNMT,2,GO_MF,100,0.4708599607183156
GO_Biological_Process_2021_fixed.gmt,cellular iron ion homeostasis (GO:0006879),1/58,0.2878427216246218,0.3590682758972297,4.461472731842171,5.556055151972094,FTL,2,GO_BP,100,0.4714585394074171
GO_Biological_Process_2021_fixed.gmt,fat cell differentiation (GO:0045444),1/58,0.2878427216246218,0.3590682758972297,4.461472731842171,5.556055151972094,PID1,2,GO_BP,100,0.4714585394074171
GO_Biological_Process_2021_fixed.gmt,positive regulation of mitotic cell cycle phase transition (GO:1901992),1/58,0.2878427216246218,0.3590682758972297,4.461472731842171,5.556055151972094,AIF1,2,GO_BP,100,0.4714585394074171
GO_Biological_Process_2021_fixed.gmt,regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803),1/58,0.2878427216246218,0.3590682758972297,4.461472731842171,5.556055151972094,GSTP1,2,GO_BP,100,0.4714585394074171
GO_Biological_Process_2021_fixed.gmt,phospholipid transport (GO:0015914),1/59,0.29200682426718244,0.36343771219664045,4.384911812657477,5.397730439038249,NPC2,2,GO_BP,100,0.47494195344080825
GO_Biological_Process_2021_fixed.gmt,protein polymerization (GO:0051258),1/59,0.29200682426718244,0.36343771219664045,4.384911812657477,5.397730439038249,AIF1,2,GO_BP,100,0.47494195344080825
GO_Biological_Process_2021_fixed.gmt,cellular protein catabolic process (GO:0044257),1/60,0.2961468569522714,0.36775750936784884,4.310924369747899,5.245963043632909,CTSS,2,GO_BP,100,0.47759959200178737
GO_Biological_Process_2021_fixed.gmt,response to organic cyclic compound (GO:0014070),1/60,0.2961468569522714,0.36775750936784884,4.310924369747899,5.245963043632909,IL1B,2,GO_BP,100,0.47759959200178737
GO_Molecular_Function_2021_fixed.gmt,copper ion binding (GO:0005507),1/45,0.22707771216970876,0.3681049228856331,5.904868913857678,8.753749541316749,S100A12,2,GO_MF,100,0.47759959200178737
GO_Molecular_Function_2021_fixed.gmt,endopeptidase regulator activity (GO:0061135),1/46,0.23149775384597335,0.3713609801279156,5.7746031746031745,8.449313370336252,CST3,2,GO_MF,100,0.48008961455886096
GO_Biological_Process_2021_fixed.gmt,iron ion homeostasis (GO:0055072),1/61,0.30026295720401236,0.3720281735819725,4.2393827927196295,5.100387296337964,FTL,2,GO_BP,100,0.48038343711263143
GO_Biological_Process_2021_fixed.gmt,regulation of endocytosis (GO:0030100),1/61,0.30026295720401236,0.3720281735819725,4.2393827927196295,5.100387296337964,LGALS3,2,GO_BP,100,0.48038343711263143
GO_Biological_Process_2021_fixed.gmt,I-kappaB kinase/NF-kappaB signaling (GO:0007249),1/62,0.3043552617699745,0.37540564835600676,4.170167771041872,4.960663254288103,CD14,2,GO_BP,100,0.4815686124429476
GO_Biological_Process_2021_fixed.gmt,negative regulation of kinase activity (GO:0033673),1/62,0.3043552617699745,0.37540564835600676,4.170167771041872,4.960663254288103,GSTP1,2,GO_BP,100,0.4815686124429476
GO_Biological_Process_2021_fixed.gmt,positive regulation of cysteine-type endopeptidase activity (GO:2001056),1/62,0.3043552617699745,0.37540564835600676,4.170167771041872,4.960663254288103,NLRP3,2,GO_BP,100,0.4815686124429476
GO_Biological_Process_2021_fixed.gmt,regulation of neurogenesis (GO:0050767),1/62,0.3043552617699745,0.37540564835600676,4.170167771041872,4.960663254288103,IL1B,2,GO_BP,100,0.4815686124429476
GO_Biological_Process_2021_fixed.gmt,COPII vesicle coating (GO:0048208),1/63,0.30842390662550484,0.3783011979703458,4.103167630057803,4.826474520702302,SERPINA1,2,GO_BP,100,0.4839534674719954
GO_Biological_Process_2021_fixed.gmt,cellular response to reactive oxygen species (GO:0034614),1/63,0.30842390662550484,0.3783011979703458,4.103167630057803,4.826474520702302,SIRPA,2,GO_BP,100,0.4839534674719954
GO_Biological_Process_2021_fixed.gmt,negative regulation of endopeptidase activity (GO:0010951),1/63,0.30842390662550484,0.3783011979703458,4.103167630057803,4.826474520702302,SERPINA1,2,GO_BP,100,0.4839534674719954
GO_Biological_Process_2021_fixed.gmt,vesicle coating (GO:0006901),1/63,0.30842390662550484,0.3783011979703458,4.103167630057803,4.826474520702302,SERPINA1,2,GO_BP,100,0.4839534674719954
GO_Biological_Process_2021_fixed.gmt,"vesicle targeting, rough ER to cis-Golgi (GO:0048207)",1/63,0.30842390662550484,0.3783011979703458,4.103167630057803,4.826474520702302,SERPINA1,2,GO_BP,100,0.4839534674719954
GO_Biological_Process_2021_fixed.gmt,positive regulation of gene expression (GO:0010628),4/482,0.3088277438134343,0.37837423684611404,1.618737446736621,1.9019705616227889,IL1B;PID1;CD36;TYROBP,2,GO_BP,100,0.4839640341512272
GO_Biological_Process_2021_fixed.gmt,intracellular protein transport (GO:0006886),3/336,0.31149371641884704,0.38121558390235294,1.8030481800519857,2.1030323277434384,NUP214;RAB32;RAB31,2,GO_BP,100,0.486100294817286
GO_Biological_Process_2021_fixed.gmt,cellular response to tumor necrosis factor (GO:0071356),2/194,0.31235065060089734,0.3818391156956465,2.2265512265512264,2.5908792256772406,PID1;TNFSF13B,2,GO_BP,100,0.4868122923826237
GO_Biological_Process_2021_fixed.gmt,regulation of cellular catabolic process (GO:0031329),1/65,0.3164907572713826,0.38647038026805497,3.9753999193439977,4.573543523719102,PSAP,2,GO_BP,100,0.4907070378964376
GO_Molecular_Function_2021_fixed.gmt,cholesterol binding (GO:0015485),1/50,0.24893023065228323,0.387224803236885,5.306172839506173,7.378671729141656,NPC2,2,GO_MF,100,0.49077736818747003
GO_Molecular_Function_2021_fixed.gmt,lipase activity (GO:0016298),1/49,0.24460898991147226,0.387224803236885,5.416036655211913,7.626290358406663,PLBD1,2,GO_MF,100,0.49077736818747003
GO_Molecular_Function_2021_fixed.gmt,potassium channel regulator activity (GO:0015459),1/50,0.24893023065228323,0.387224803236885,5.306172839506173,7.378671729141656,KCNE3,2,GO_MF,100,0.49077736818747003
GO_Cellular_Component_2021_fixed.gmt,early endosome (GO:0005769),3/266,0.23243934133045335,0.3873989022174223,2.133359725881534,3.112840612448267,FCGR1A;RAB32;RAB31,2,GO_CC,100,0.49077736818747003
GO_Cellular_Component_2021_fixed.gmt,cornified envelope (GO:0001533),1/43,0.23710172760533998,0.389271493083394,5.61916906622789,8.08747898267606,CSTA,2,GO_CC,100,0.49162047540576986
GO_Biological_Process_2021_fixed.gmt,ERBB signaling pathway (GO:0038127),1/66,0.3204892311899804,0.38929550696031784,3.914442042095045,4.454269447610848,NRG1,2,GO_BP,100,0.49162047540576986
GO_Biological_Process_2021_fixed.gmt,cellular component disassembly (GO:0022411),1/66,0.3204892311899804,0.38929550696031784,3.914442042095045,4.454269447610848,CTSS,2,GO_BP,100,0.49162047540576986
GO_Biological_Process_2021_fixed.gmt,cellular response to nutrient levels (GO:0031669),1/66,0.3204892311899804,0.38929550696031784,3.914442042095045,4.454269447610848,CD68,2,GO_BP,100,0.49162047540576986
GO_Biological_Process_2021_fixed.gmt,extracellular matrix disassembly (GO:0022617),1/66,0.3204892311899804,0.38929550696031784,3.914442042095045,4.454269447610848,CTSS,2,GO_BP,100,0.49162047540576986
GO_Biological_Process_2021_fixed.gmt,negative regulation of intracellular signal transduction (GO:1902532),2/198,0.320929689996404,0.38929550696031784,2.1806318170319776,2.4783604878296805,GSTP1;NLRP3,2,GO_BP,100,0.49162047540576986
GO_Biological_Process_2021_fixed.gmt,regulation of signal transduction (GO:0009966),2/198,0.320929689996404,0.38929550696031784,2.1806318170319776,2.4783604878296805,BST1;CD36,2,GO_BP,100,0.49162047540576986
GO_Biological_Process_2021_fixed.gmt,positive regulation of catabolic process (GO:0009896),1/67,0.32446458166314796,0.391423243960263,3.8553174844626015,4.339463998708681,IL1B,2,GO_BP,100,0.4930573352937321
GO_Biological_Process_2021_fixed.gmt,protein N-linked glycosylation (GO:0006487),1/67,0.32446458166314796,0.391423243960263,3.8553174844626015,4.339463998708681,ASGR1,2,GO_BP,100,0.4930573352937321
GO_Biological_Process_2021_fixed.gmt,regulation of gene silencing by miRNA (GO:0060964),1/67,0.32446458166314796,0.391423243960263,3.8553174844626015,4.339463998708681,NUP214,2,GO_BP,100,0.4930573352937321
GO_Biological_Process_2021_fixed.gmt,regulation of viral genome replication (GO:0045069),1/67,0.32446458166314796,0.391423243960263,3.8553174844626015,4.339463998708681,APOBEC3A,2,GO_BP,100,0.4930573352937321
GO_Biological_Process_2021_fixed.gmt,vascular endothelial growth factor receptor signaling pathway (GO:0048010),1/67,0.32446458166314796,0.391423243960263,3.8553174844626015,4.339463998708681,NCF2,2,GO_BP,100,0.4930573352937321
GO_Biological_Process_2021_fixed.gmt,regulation of macromolecule metabolic process (GO:0060255),2/200,0.3252101741743108,0.39189252348417497,2.1583661083859944,2.4244572866616947,SIRPA;AIF1,2,GO_BP,100,0.49306311119484053
GO_Biological_Process_2021_fixed.gmt,negative regulation of cellular catabolic process (GO:0031330),1/69,0.3323464402400847,0.39787444207391404,3.74224716256698,4.122374747670231,CST3,2,GO_BP,100,0.49763491221927525
GO_Biological_Process_2021_fixed.gmt,peptidyl-tyrosine phosphorylation (GO:0018108),1/69,0.3323464402400847,0.39787444207391404,3.74224716256698,4.122374747670231,FES,2,GO_BP,100,0.49763491221927525
GO_Biological_Process_2021_fixed.gmt,positive regulation of MAP kinase activity (GO:0043406),1/69,0.3323464402400847,0.39787444207391404,3.74224716256698,4.122374747670231,S100A12,2,GO_BP,100,0.49763491221927525
GO_Biological_Process_2021_fixed.gmt,positive regulation of protein polymerization (GO:0032273),1/69,0.3323464402400847,0.39787444207391404,3.74224716256698,4.122374747670231,FES,2,GO_BP,100,0.49763491221927525
GO_Biological_Process_2021_fixed.gmt,positive regulation of protein transport (GO:0051222),1/69,0.3323464402400847,0.39787444207391404,3.74224716256698,4.122374747670231,CD33,2,GO_BP,100,0.49763491221927525
GO_Biological_Process_2021_fixed.gmt,regulation of angiogenesis (GO:0045765),2/203,0.33161838784941244,0.39787444207391404,2.125796293877788,2.3463910370068866,GRN;IL1B,2,GO_BP,100,0.49763491221927525
GO_Molecular_Function_2021_fixed.gmt,cytokine activity (GO:0005125),2/173,0.25886299623550985,0.39864901420268517,2.5641728227273726,3.465367590697409,IL1B;NRG1,2,GO_MF,100,0.49763491221927525
GO_Biological_Process_2021_fixed.gmt,COPII-coated vesicle budding (GO:0090114),1/70,0.3362532104646685,0.40037083239509286,3.6881523682787876,4.019683336149174,SERPINA1,2,GO_BP,100,0.49767549066050804
GO_Biological_Process_2021_fixed.gmt,carbohydrate homeostasis (GO:0033500),1/70,0.3362532104646685,0.40037083239509286,3.6881523682787876,4.019683336149174,PYGL,2,GO_BP,100,0.49767549066050804
GO_Biological_Process_2021_fixed.gmt,negative regulation of viral process (GO:0048525),1/70,0.3362532104646685,0.40037083239509286,3.6881523682787876,4.019683336149174,APOBEC3A,2,GO_BP,100,0.49767549066050804
GO_Biological_Process_2021_fixed.gmt,positive regulation of cell-substrate adhesion (GO:0010811),1/70,0.3362532104646685,0.40037083239509286,3.6881523682787876,4.019683336149174,CD36,2,GO_BP,100,0.49767549066050804
GO_Biological_Process_2021_fixed.gmt,wound healing (GO:0042060),1/70,0.3362532104646685,0.40037083239509286,3.6881523682787876,4.019683336149174,NRG1,2,GO_BP,100,0.49767549066050804
GO_Biological_Process_2021_fixed.gmt,Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096),1/71,0.3401373814937648,0.4010847449159308,3.6355921780838765,3.920643254160433,FCGR1A,2,GO_BP,100,0.49767549066050804
GO_Biological_Process_2021_fixed.gmt,cholesterol homeostasis (GO:0042632),1/71,0.3401373814937648,0.4010847449159308,3.6355921780838765,3.920643254160433,NPC2,2,GO_BP,100,0.49767549066050804
GO_Biological_Process_2021_fixed.gmt,gland development (GO:0048732),1/71,0.3401373814937648,0.4010847449159308,3.6355921780838765,3.920643254160433,NRG1,2,GO_BP,100,0.49767549066050804
GO_Biological_Process_2021_fixed.gmt,negative regulation of neuron apoptotic process (GO:0043524),1/71,0.3401373814937648,0.4010847449159308,3.6355921780838765,3.920643254160433,GRN,2,GO_BP,100,0.49767549066050804
GO_Biological_Process_2021_fixed.gmt,phosphatidylinositol-mediated signaling (GO:0048015),1/71,0.3401373814937648,0.4010847449159308,3.6355921780838765,3.920643254160433,PTAFR,2,GO_BP,100,0.49767549066050804
GO_Biological_Process_2021_fixed.gmt,positive regulation of cellular protein localization (GO:1903829),1/71,0.3401373814937648,0.4010847449159308,3.6355921780838765,3.920643254160433,TYROBP,2,GO_BP,100,0.49767549066050804
GO_Biological_Process_2021_fixed.gmt,regulation of G1/S transition of mitotic cell cycle (GO:2000045),1/71,0.3401373814937648,0.4010847449159308,3.6355921780838765,3.920643254160433,AIF1,2,GO_BP,100,0.49767549066050804
GO_Biological_Process_2021_fixed.gmt,regulation of endopeptidase activity (GO:0052548),1/71,0.3401373814937648,0.4010847449159308,3.6355921780838765,3.920643254160433,SERPINA1,2,GO_BP,100,0.49767549066050804
GO_Biological_Process_2021_fixed.gmt,regulation of glycolytic process (GO:0006110),1/71,0.3401373814937648,0.4010847449159308,3.6355921780838765,3.920643254160433,NUP214,2,GO_BP,100,0.49767549066050804
GO_Biological_Process_2021_fixed.gmt,positive regulation of neurogenesis (GO:0050769),1/72,0.3439990825438148,0.4043368895354572,3.584502202999313,3.8250806874725134,SMARCD3,2,GO_BP,100,0.49973153602309206
GO_Biological_Process_2021_fixed.gmt,positive regulation of protein secretion (GO:0050714),1/72,0.3439990825438148,0.4043368895354572,3.584502202999313,3.8250806874725134,CD33,2,GO_BP,100,0.49973153602309206
GO_Biological_Process_2021_fixed.gmt,sterol homeostasis (GO:0055092),1/72,0.3439990825438148,0.4043368895354572,3.584502202999313,3.8250806874725134,NPC2,2,GO_BP,100,0.49973153602309206
GO_Molecular_Function_2021_fixed.gmt,iron ion binding (GO:0005506),1/54,0.26597295927540765,0.40554292800408687,4.9077881619937695,6.499681433055317,FTL,2,GO_MF,100,0.500051364106046
GO_Biological_Process_2021_fixed.gmt,negative regulation of cell adhesion (GO:0007162),1/73,0.3478384421010761,0.40754205529752946,3.5348216065377716,3.732832252266659,TGFBI,2,GO_BP,100,0.5011103843199214
GO_Biological_Process_2021_fixed.gmt,positive regulation of JNK cascade (GO:0046330),1/73,0.3478384421010761,0.40754205529752946,3.5348216065377716,3.732832252266659,IL1B,2,GO_BP,100,0.5011103843199214
GO_Biological_Process_2021_fixed.gmt,regulation of actin filament-based process (GO:0032970),1/73,0.3478384421010761,0.40754205529752946,3.5348216065377716,3.732832252266659,BST1,2,GO_BP,100,0.5011103843199214
GO_Biological_Process_2021_fixed.gmt,proteolysis involved in cellular protein catabolic process (GO:0051603),1/74,0.35165558792569973,0.41113775652164253,3.4864928630411702,3.643744240472901,CTSS,2,GO_BP,100,0.5037904180700659
GO_Biological_Process_2021_fixed.gmt,regulation of peptide hormone secretion (GO:0090276),1/74,0.35165558792569973,0.41113775652164253,3.4864928630411702,3.643744240472901,IL1B,2,GO_BP,100,0.5037904180700659
GO_Molecular_Function_2021_fixed.gmt,receptor tyrosine kinase binding (GO:0030971),1/56,0.2743508586716402,0.4142160023081627,4.73013013013013,6.117701910562884,NRG1,2,GO_MF,100,0.5062338873293446
GO_Biological_Process_2021_fixed.gmt,positive regulation of protein modification process (GO:0031401),2/214,0.35496581694195456,0.41456687866015735,2.0142414860681113,2.0862179571560455,MARCO;IL1B,2,GO_BP,100,0.5065798414246051
GO_Biological_Process_2021_fixed.gmt,nucleic acid phosphodiester bond hydrolysis (GO:0090305),1/75,0.3554506470557856,0.41469242156508324,3.4394615354773634,3.5576719288709833,RNASE2,2,GO_BP,100,0.5066503812776348
GO_Molecular_Function_2021_fixed.gmt,protein phosphatase regulator activity (GO:0019888),1/57,0.27850440594523707,0.41640464578219916,4.646017699115045,5.939103847094141,LGALS3,2,GO_MF,100,0.5074937383631408
GO_Biological_Process_2021_fixed.gmt,RNA transport (GO:0050658),1/76,0.35922374581141375,0.4164418740999406,3.3936760708953795,3.4744789458100493,NUP214,2,GO_BP,100,0.5074937383631408
GO_Biological_Process_2021_fixed.gmt,cellular response to hormone stimulus (GO:0032870),1/76,0.35922374581141375,0.4164418740999406,3.3936760708953795,3.4744789458100493,CTSS,2,GO_BP,100,0.5074937383631408
GO_Biological_Process_2021_fixed.gmt,extracellular structure organization (GO:0043062),2/216,0.35918225748929306,0.4164418740999406,1.9951880478196267,2.042923596819069,TGFBI;VCAN,2,GO_BP,100,0.5074937383631408
GO_Biological_Process_2021_fixed.gmt,phospholipid metabolic process (GO:0006644),1/76,0.35922374581141375,0.4164418740999406,3.3936760708953795,3.4744789458100493,PLBD1,2,GO_BP,100,0.5074937383631408
GO_Biological_Process_2021_fixed.gmt,protein import into nucleus (GO:0006606),1/76,0.35922374581141375,0.4164418740999406,3.3936760708953795,3.4744789458100493,NUP214,2,GO_BP,100,0.5074937383631408
GO_Biological_Process_2021_fixed.gmt,regulation of epithelial to mesenchymal transition (GO:0010717),1/76,0.35922374581141375,0.4164418740999406,3.3936760708953795,3.4744789458100493,IL1B,2,GO_BP,100,0.5074937383631408
GO_Biological_Process_2021_fixed.gmt,external encapsulating structure organization (GO:0045229),2/217,0.3612868657399954,0.41839227128372497,1.985793951235397,2.0217030518788848,TGFBI;VCAN,2,GO_BP,100,0.5087630553094109
GO_Biological_Process_2021_fixed.gmt,import into nucleus (GO:0051170),1/77,0.36297500979865566,0.41858293365028604,3.349087611923382,3.39403669006475,NUP214,2,GO_BP,100,0.5087630553094109
GO_Biological_Process_2021_fixed.gmt,negative regulation of developmental process (GO:0051093),1/77,0.36297500979865566,0.41858293365028604,3.349087611923382,3.39403669006475,CST3,2,GO_BP,100,0.5087630553094109
GO_Biological_Process_2021_fixed.gmt,phosphatidylcholine metabolic process (GO:0046470),1/77,0.36297500979865566,0.41858293365028604,3.349087611923382,3.39403669006475,PLBD1,2,GO_BP,100,0.5087630553094109
GO_Biological_Process_2021_fixed.gmt,positive regulation of type I interferon production (GO:0032481),1/77,0.36297500979865566,0.41858293365028604,3.349087611923382,3.39403669006475,CD14,2,GO_BP,100,0.5087630553094109
GO_Biological_Process_2021_fixed.gmt,protein transport (GO:0015031),3/369,0.36423388826763436,0.4195943849120861,1.6369705433615602,1.653273243509166,CD36;RAB32;RAB31,2,GO_BP,100,0.5089770497935047
GO_Molecular_Function_2021_fixed.gmt,GTP binding (GO:0005525),2/189,0.29272835841391476,0.4213099737919895,2.342155388471178,2.877361794984007,RAB32;RAB31,2,GO_MF,100,0.5095752962625196
GO_Molecular_Function_2021_fixed.gmt,nuclease activity (GO:0004518),1/60,0.29082500657949023,0.4213099737919895,4.4106442577030815,5.4472936118066535,RNASE2,2,GO_MF,100,0.5095752962625196
GO_Molecular_Function_2021_fixed.gmt,serine-type endopeptidase inhibitor activity (GO:0004867),1/60,0.29082500657949023,0.4213099737919895,4.4106442577030815,5.4472936118066535,SERPINA1,2,GO_MF,100,0.5095752962625196
GO_Molecular_Function_2021_fixed.gmt,sterol binding (GO:0032934),1/60,0.29082500657949023,0.4213099737919895,4.4106442577030815,5.4472936118066535,NPC2,2,GO_MF,100,0.5095752962625196
GO_Molecular_Function_2021_fixed.gmt,protein homodimerization activity (GO:0042803),5/636,0.29572835046791,0.4216867219635013,1.5412933834577092,1.8777792777972941,S100A11;TYMP;CDA;PSAP;TYROBP,2,GO_MF,100,0.5096944668806533
GO_Biological_Process_2021_fixed.gmt,protein modification process (GO:0036211),1/78,0.3667045639135624,0.42199823637801576,3.3056498228603393,3.3162237969301676,QPCT,2,GO_BP,100,0.5098235485090808
GO_Molecular_Function_2021_fixed.gmt,SH3 domain binding (GO:0017124),1/62,0.2989233321763,0.422332047294956,4.266485998193315,5.152072614920379,GPX1,2,GO_MF,100,0.5101443371609727
GO_Molecular_Function_2021_fixed.gmt,protein kinase activator activity (GO:0030295),1/63,0.30293825666779506,0.42411355933491307,4.197866666666667,5.013202641261949,NRG1,2,GO_MF,100,0.5116857845646977
GO_Biological_Process_2021_fixed.gmt,negative regulation of NF-kappaB transcription factor activity (GO:0032088),1/79,0.37041253234613014,0.4253744754946677,3.263318729060049,3.24092564717362,NLRP3,2,GO_BP,100,0.5116857845646977
GO_Biological_Process_2021_fixed.gmt,regulation of cellular response to heat (GO:1900034),1/79,0.37041253234613014,0.4253744754946677,3.263318729060049,3.24092564717362,NUP214,2,GO_BP,100,0.5116857845646977
GO_Biological_Process_2021_fixed.gmt,negative regulation of cellular component organization (GO:0051129),1/80,0.3740990385842439,0.4287120369177102,3.222052568437125,3.1680339149171113,LGALS3,2,GO_BP,100,0.5142754701047226
GO_Biological_Process_2021_fixed.gmt,skin development (GO:0043588),1/80,0.3740990385842439,0.4287120369177102,3.222052568437125,3.1680339149171113,CSTA,2,GO_BP,100,0.5142754701047226
GO_Cellular_Component_2021_fixed.gmt,endoplasmic reticulum-Golgi intermediate compartment membrane (GO:0033116),1/49,0.26543294340645207,0.4293768202163195,4.921418787398169,6.527735613773602,SERPINA1,2,GO_CC,100,0.5148249436424527
GO_Biological_Process_2021_fixed.gmt,phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200),1/81,0.3777642054176,0.43246131432702334,3.181811654040857,3.097446150927472,FPR1,2,GO_BP,100,0.5176094968499185
GO_Biological_Process_2021_fixed.gmt,positive regulation of cytoskeleton organization (GO:0051495),1/82,0.3814081549416079,0.4357251167160365,3.1425582467463387,3.0290653981487425,FES,2,GO_BP,100,0.5210151003497933
GO_Biological_Process_2021_fixed.gmt,"regulation of gene expression, epigenetic (GO:0040029)",1/82,0.3814081549416079,0.4357251167160365,3.1425582467463387,3.0290653981487425,GPX1,2,GO_BP,100,0.5210151003497933
GO_Molecular_Function_2021_fixed.gmt,ribonuclease activity (GO:0004540),1/66,0.3148475946138248,0.43681558171647766,4.004580152671756,4.627959464836328,RNASE2,2,GO_MF,100,0.5215677179165422
GO_Molecular_Function_2021_fixed.gmt,GDP binding (GO:0019003),1/67,0.31877264630432706,0.4383123886684497,3.9440267335004178,4.5091155952987165,RAB31,2,GO_MF,100,0.5230482822022554
