Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,group,pathway_db,n_genes,p_adj_global
Reactome_2022_fixed.gmt,Interleukin-1 Family Signaling R-HSA-446652,4/152,0.01856712415911761,0.04546474508924616,4.680565048986102,18.658430302957402,UBB;PSME1;UBC;PSMB9,3,REACTOME,100,0.23566991053507794
Reactome_2022_fixed.gmt,GPVI-mediated Activation Cascade R-HSA-114604,2/32,0.019140365819565068,0.04651470033132039,12.432092856288142,49.180809596184176,LCK;RAC2,3,REACTOME,100,0.24033839545187852
Reactome_2022_fixed.gmt,Termination Of Translesion DNA Synthesis R-HSA-5656169,2/32,0.019140365819565068,0.04651470033132039,12.432092856288142,49.180809596184176,UBB;UBC,3,REACTOME,100,0.24033839545187852
Reactome_2022_fixed.gmt,Signaling By FGFR R-HSA-190236,3/86,0.019638136598197332,0.047544962290372486,6.4187624750499,25.22754570938312,UBB;UBC;FGFBP2,3,REACTOME,100,0.2446634431203954
Reactome_2022_fixed.gmt,DNA Replication R-HSA-69306,4/155,0.019797426565913698,0.04775109628632368,4.586540608948113,17.989344808992627,UBB;PSME1;UBC;PSMB9,3,REACTOME,100,0.2446634431203954
Reactome_2022_fixed.gmt,Diseases Of Carbohydrate Metabolism R-HSA-5663084,2/33,0.020288419750630695,0.048035817350757966,12.036264627505503,46.91380895644345,UBB;UBC,3,REACTOME,100,0.2446634431203954
Reactome_2022_fixed.gmt,Fcgamma Receptor (FCGR) Dependent Phagocytosis R-HSA-2029480,3/87,0.02024416293189617,0.048035817350757966,6.3421871575717725,24.733824519086617,CD247;ACTG1;HSP90AA1,3,REACTOME,100,0.2446634431203954
Reactome_2022_fixed.gmt,Negative Regulation Of FGFR1 Signaling R-HSA-5654726,2/33,0.020288419750630695,0.048035817350757966,12.036264627505503,46.91380895644345,UBB;UBC,3,REACTOME,100,0.2446634431203954
Reactome_2022_fixed.gmt,Oncogene Induced Senescence R-HSA-2559585,2/33,0.020288419750630695,0.048035817350757966,12.036264627505503,46.91380895644345,UBB;UBC,3,REACTOME,100,0.2446634431203954
Reactome_2022_fixed.gmt,Regulation Of PLK1 Activity At G2/M Transition R-HSA-2565942,3/87,0.02024416293189617,0.048035817350757966,6.3421871575717725,24.733824519086617,UBB;UBC;HSP90AA1,3,REACTOME,100,0.2446634431203954
Reactome_2022_fixed.gmt,Negative Regulation Of FGFR2 Signaling R-HSA-5654727,2/34,0.021464650741763205,0.05063456072415935,11.664795058955644,44.8085354028533,UBB;UBC,3,REACTOME,100,0.2554910108182653
Reactome_2022_fixed.gmt,Gene And Protein Expression By JAK-STAT Signaling After Interleukin-12 Stimulation R-HSA-8950505,2/35,0.02266864298664063,0.052324752987084465,11.3155027780804,42.849236731705744,PPIA;RAP1B,3,REACTOME,100,0.2604525153494784
Reactome_2022_fixed.gmt,Negative Regulators Of DDX58/IFIH1 Signaling R-HSA-936440,2/35,0.02266864298664063,0.052324752987084465,11.3155027780804,42.849236731705744,UBB;UBC,3,REACTOME,100,0.2604525153494784
Reactome_2022_fixed.gmt,Plasma Lipoprotein Clearance R-HSA-8964043,2/35,0.02266864298664063,0.052324752987084465,11.3155027780804,42.849236731705744,UBB;UBC,3,REACTOME,100,0.2604525153494784
Reactome_2022_fixed.gmt,RHOBTB GTPase Cycle R-HSA-9706574,2/35,0.02266864298664063,0.052324752987084465,11.3155027780804,42.849236731705744,ACTG1;HSP90AA1,3,REACTOME,100,0.2604525153494784
Reactome_2022_fixed.gmt,Regulation Of TNFR1 Signaling R-HSA-5357905,2/35,0.02266864298664063,0.052324752987084465,11.3155027780804,42.849236731705744,UBB;UBC,3,REACTOME,100,0.2604525153494784
Reactome_2022_fixed.gmt,S Phase R-HSA-69242,4/161,0.022406888186782367,0.052324752987084465,4.4092373791621915,16.74798931945779,UBB;PSME1;UBC;PSMB9,3,REACTOME,100,0.2604525153494784
Reactome_2022_fixed.gmt,EPH-Ephrin Signaling R-HSA-2682334,3/91,0.022770960999972605,0.052373210299936995,6.053191044151496,22.894798018609904,ACTG1;MYL12A;MYL12B,3,REACTOME,100,0.2604525153494784
Reactome_2022_fixed.gmt,HSF1-dependent Transactivation R-HSA-3371571,2/36,0.02389998483421763,0.054195740257873784,10.986459325081984,41.02209277976441,UBB;HSP90AA1,3,REACTOME,100,0.2667524279665072
Reactome_2022_fixed.gmt,RHOH GTPase Cycle R-HSA-9013407,2/36,0.02389998483421763,0.054195740257873784,10.986459325081984,41.02209277976441,ZAP70;LCK,3,REACTOME,100,0.2667524279665072
Reactome_2022_fixed.gmt,Regulation Of TP53 Degradation R-HSA-6804757,2/36,0.02389998483421763,0.054195740257873784,10.986459325081984,41.02209277976441,UBB;UBC,3,REACTOME,100,0.2667524279665072
Reactome_2022_fixed.gmt,SMAD2/SMAD3:SMAD4 Heterotrimer Regulates Transcription R-HSA-2173796,2/36,0.02389998483421763,0.054195740257873784,10.986459325081984,41.02209277976441,UBB;UBC,3,REACTOME,100,0.2667524279665072
Reactome_2022_fixed.gmt,DNA Damage Recognition In GG-NER R-HSA-5696394,2/37,0.025158268753079322,0.056586445258679424,10.675953531407423,39.31493187984474,UBB;UBC,3,REACTOME,100,0.2751537270206783
Reactome_2022_fixed.gmt,Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553,4/167,0.025217872343541916,0.056586445258679424,4.244947230461475,15.62226462825028,UBB;PSME1;UBC;PSMB9,3,REACTOME,100,0.2751537270206783
Reactome_2022_fixed.gmt,Regulation Of TP53 Expression And Degradation R-HSA-6806003,2/37,0.025158268753079322,0.056586445258679424,10.675953531407423,39.31493187984474,UBB;UBC,3,REACTOME,100,0.2751537270206783
KEGG_2021_Human_fixed.gmt,Neutrophil extracellular trap formation,5/189,0.013728788286769236,0.05720328452820515,4.133079118401803,17.723719166592474,ACTB;ITGB2;ACTG1;RAC2;FCGR3A,3,KEGG,100,0.2777335941120549
Reactome_2022_fixed.gmt,FCGR3A-mediated IL10 Synthesis R-HSA-9664323,2/38,0.026443091296074864,0.05872189929197315,10.382461753824618,37.71699543032068,CD247;CALM1,3,REACTOME,100,0.2812883836619964
Reactome_2022_fixed.gmt,Fanconi Anemia Pathway R-HSA-6783310,2/38,0.026443091296074864,0.05872189929197315,10.382461753824618,37.71699543032068,UBB;UBC,3,REACTOME,100,0.2812883836619964
Reactome_2022_fixed.gmt,Signaling By RAF1 Mutants R-HSA-9656223,2/38,0.026443091296074864,0.05872189929197315,10.382461753824618,37.71699543032068,RAP1B;CALM1,3,REACTOME,100,0.2812883836619964
Reactome_2022_fixed.gmt,Separation Of Sister Chromatids R-HSA-2467813,4/170,0.02669993738439839,0.05908852122183012,4.167242430400325,15.098311290880574,UBB;PSME1;UBC;PSMB9,3,REACTOME,100,0.28166804931861
KEGG_2021_Human_fixed.gmt,Chemokine signaling pathway,5/192,0.014613770445231931,0.05924501531850783,4.065392330383481,17.179498376506952,CCL4;RAP1B;RAC2;CCL5;XCL2,3,KEGG,100,0.28166804931861
Reactome_2022_fixed.gmt,Ovarian Tumor Domain Proteases R-HSA-5689896,2/39,0.027754053065229402,0.06079459242859774,10.104622871046228,36.21874136578491,UBB;UBC,3,REACTOME,100,0.2873682716999356
Reactome_2022_fixed.gmt,Signaling By FGFR3 R-HSA-5654741,2/39,0.027754053065229402,0.06079459242859774,10.104622871046228,36.21874136578491,UBB;UBC,3,REACTOME,100,0.2873682716999356
Reactome_2022_fixed.gmt,Translesion Synthesis By Y Family DNA Polymerases Bypasses Lesions On DNA Template R-HSA-110313,2/39,0.027754053065229402,0.06079459242859774,10.104622871046228,36.21874136578491,UBB;UBC,3,REACTOME,100,0.2873682716999356
KEGG_2021_Human_fixed.gmt,Lysosome,4/128,0.015659130119283545,0.06181235573401399,4.961864850707176,20.624989271044477,CD63;LITAF;CTSC;CTSW,3,KEGG,100,0.2913235331007189
KEGG_2021_Human_fixed.gmt,Adherens junction,3/71,0.016277718383614387,0.06260660916774764,6.943227899432279,28.59192140653102,ACTB;ACTG1;RAC2,3,KEGG,100,0.293776494039329
Reactome_2022_fixed.gmt,Signaling By FGFR4 R-HSA-5654743,2/40,0.029090758676932074,0.06329205604035222,9.8412171769836,34.811679270981095,UBB;UBC,3,REACTOME,100,0.2956997509345338
Reactome_2022_fixed.gmt,Stimuli-sensing Channels R-HSA-2672351,3/100,0.029057167458276283,0.06329205604035222,5.4896486229819565,19.425067292695,UBB;CALM1;UBC,3,REACTOME,100,0.2956997509345338
Reactome_2022_fixed.gmt,Disorders Of Transmembrane Transporters R-HSA-5619115,4/176,0.029818893025467755,0.06465780171178867,4.019941157240928,14.120497938866231,UBB;PSME1;UBC;PSMB9,3,REACTOME,100,0.30033688847077594
Reactome_2022_fixed.gmt,Dual Incision In GG-NER R-HSA-5696400,2/41,0.03045281672739799,0.06559068218208798,9.5911484800887,33.48823138167833,UBB;UBC,3,REACTOME,100,0.3037933898476852
Reactome_2022_fixed.gmt,Paradoxical Activation Of RAF Signaling By Kinase Inactive BRAF R-HSA-6802955,2/41,0.03045281672739799,0.06559068218208798,9.5911484800887,33.48823138167833,RAP1B;CALM1,3,REACTOME,100,0.3037933898476852
Reactome_2022_fixed.gmt,Deactivation Of Beta-Catenin Transactivating Complex R-HSA-3769402,2/42,0.031839839758402225,0.06812244785518615,9.353428854645399,32.24161487800667,UBB;UBC,3,REACTOME,100,0.30931515844272556
Reactome_2022_fixed.gmt,Formation Of Incision Complex In GG-NER R-HSA-5696395,2/42,0.031839839758402225,0.06812244785518615,9.353428854645399,32.24161487800667,UBB;UBC,3,REACTOME,100,0.30931515844272556
Reactome_2022_fixed.gmt,Drug-mediated Inhibition Of CDK4/CDK6 Activity R-HSA-9754119,1/5,0.03293207198925768,0.0693080207878495,49.95443645083933,170.5098907386937,CCND3,3,REACTOME,100,0.3111611142483787
Reactome_2022_fixed.gmt,SARS-CoV-1 Genome Replication And Transcription R-HSA-9679514,1/5,0.03293207198925768,0.0693080207878495,49.95443645083933,170.5098907386937,DDX5,3,REACTOME,100,0.3111611142483787
Reactome_2022_fixed.gmt,SARS-CoV-2 Genome Replication And Transcription R-HSA-9694682,1/5,0.03293207198925768,0.0693080207878495,49.95443645083933,170.5098907386937,DDX5,3,REACTOME,100,0.3111611142483787
Reactome_2022_fixed.gmt,Signaling By Membrane-Tethered Fusions Of PDGFRA Or PDGFRB R-HSA-9673768,1/5,0.03293207198925768,0.0693080207878495,49.95443645083933,170.5098907386937,BIN2,3,REACTOME,100,0.3111611142483787
Reactome_2022_fixed.gmt,vRNP Assembly R-HSA-192905,1/5,0.03293207198925768,0.0693080207878495,49.95443645083933,170.5098907386937,HSP90AA1,3,REACTOME,100,0.3111611142483787
KEGG_2021_Human_fixed.gmt,Gastric acid secretion,3/76,0.019498366233254634,0.07133548621922428,6.466829466829467,25.46265342561564,ACTB;ACTG1;CALM1,3,KEGG,100,0.3176032601786854
KEGG_2021_Human_fixed.gmt,Pertussis,3/76,0.019498366233254634,0.07133548621922428,6.466829466829467,25.46265342561564,CALM1;ITGB2;CFL1,3,KEGG,100,0.3176032601786854
Reactome_2022_fixed.gmt,Cell Cycle Checkpoints R-HSA-69620,5/271,0.03442090080428293,0.07182826138865578,3.1991893788579695,10.778361159623266,UBC;UBB;PSME1;PSMB9;YWHAQ,3,REACTOME,100,0.3176032601786854
Reactome_2022_fixed.gmt,Interleukin-12 Signaling R-HSA-9020591,2/44,0.03468725045321731,0.07182826138865578,8.911550021468441,29.955133473377952,PPIA;RAP1B,3,REACTOME,100,0.3176032601786854
Reactome_2022_fixed.gmt,"Interleukin-3, Interleukin-5 And GM-CSF Signaling R-HSA-512988",2/44,0.03468725045321731,0.07182826138865578,8.911550021468441,29.955133473377952,IL2RB;IL2RG,3,REACTOME,100,0.3176032601786854
Reactome_2022_fixed.gmt,TGF-beta Receptor Signaling Activates SMADs R-HSA-2173789,2/44,0.03468725045321731,0.07182826138865578,8.911550021468441,29.955133473377952,UBB;UBC,3,REACTOME,100,0.3176032601786854
Reactome_2022_fixed.gmt,TNF Signaling R-HSA-75893,2/44,0.03468725045321731,0.07182826138865578,8.911550021468441,29.955133473377952,UBB;UBC,3,REACTOME,100,0.3176032601786854
KEGG_2021_Human_fixed.gmt,Bacterial invasion of epithelial cells,3/77,0.02018180940915492,0.07207789074698186,6.379223312109218,24.897940204946426,ACTG1;ARPC5L;ACTB,3,KEGG,100,0.3182698632572491
Reactome_2022_fixed.gmt,Interleukin-10 Signaling R-HSA-6783783,2/45,0.03614688262375166,0.07437249971148904,8.705847806023995,28.904847424924917,CCL4;CCL5,3,REACTOME,100,0.32616495445678917
Reactome_2022_fixed.gmt,TAK1-dependent IKK And NF-kappa-B Activation R-HSA-445989,2/45,0.03614688262375166,0.07437249971148904,8.705847806023995,28.904847424924917,UBB;UBC,3,REACTOME,100,0.32616495445678917
KEGG_2021_Human_fixed.gmt,Lipid and atherosclerosis,5/215,0.022699522456287827,0.07918438066146916,3.610556408046581,13.667441358059309,XBP1;RAP1B;CALM1;CCL5;HSP90AA1,3,KEGG,100,0.34100444600649743
KEGG_2021_Human_fixed.gmt,Cytokine-cytokine receptor interaction,6/295,0.023258438084036003,0.07929012983194092,3.1265617949555775,11.759271811041144,CCL4;IL2RB;IL32;CCL5;XCL2;IL2RG,3,KEGG,100,0.34100444600649743
Reactome_2022_fixed.gmt,Binding And Entry Of HIV Virion R-HSA-173107,1/6,0.03938903068448393,0.07976898037989828,40.86788750817528,132.17769713616374,PPIA,3,REACTOME,100,0.34100444600649743
Reactome_2022_fixed.gmt,FLT3 Signaling Thru SRC Family Kinases R-HSA-9706374,1/6,0.03938903068448393,0.07976898037989828,40.86788750817528,132.17769713616374,LCK,3,REACTOME,100,0.34100444600649743
Reactome_2022_fixed.gmt,Scavenging By Class F Receptors R-HSA-3000484,1/6,0.03938903068448393,0.07976898037989828,40.86788750817528,132.17769713616374,HSP90AA1,3,REACTOME,100,0.34100444600649743
Reactome_2022_fixed.gmt,Synthesis Of Lipoxins (LX) R-HSA-2142700,1/6,0.03938903068448393,0.07976898037989828,40.86788750817528,132.17769713616374,ALOX5AP,3,REACTOME,100,0.34100444600649743
Reactome_2022_fixed.gmt,Uptake And Function Of Diphtheria Toxin R-HSA-5336415,1/6,0.03938903068448393,0.07976898037989828,40.86788750817528,132.17769713616374,HSP90AA1,3,REACTOME,100,0.34100444600649743
Reactome_2022_fixed.gmt,Cross-presentation Of Soluble Exogenous Antigens (Endosomes) R-HSA-1236978,2/48,0.04066503350472447,0.08133006700944893,8.141825602385998,26.07327388799867,PSME1;PSMB9,3,REACTOME,100,0.3458408001366131
Reactome_2022_fixed.gmt,DNA Damage Bypass R-HSA-73893,2/48,0.04066503350472447,0.08133006700944893,8.141825602385998,26.07327388799867,UBB;UBC,3,REACTOME,100,0.3458408001366131
Reactome_2022_fixed.gmt,Macroautophagy R-HSA-1632852,3/114,0.040476255029670706,0.08133006700944893,4.793854841388474,15.374083139309855,UBB;UBC;HSP90AA1,3,REACTOME,100,0.3458408001366131
Reactome_2022_fixed.gmt,NOTCH1 Intracellular Domain Regulates Transcription R-HSA-2122947,2/48,0.04066503350472447,0.08133006700944893,8.141825602385998,26.07327388799867,UBB;UBC,3,REACTOME,100,0.3458408001366131
Reactome_2022_fixed.gmt,Peptide Ligand-Binding Receptors R-HSA-375276,4/196,0.04172778858367309,0.08319720076744729,3.5952543696904598,11.420641813013761,ANXA1;CCL4;CCL5;XCL2,3,REACTOME,100,0.35000472952606015
Reactome_2022_fixed.gmt,Signaling By EGFR R-HSA-177929,2/49,0.04221628692418035,0.08339659134715381,7.969650403380714,25.22353855949501,UBB;UBC,3,REACTOME,100,0.35000472952606015
Reactome_2022_fixed.gmt,Signaling By FGFR1 R-HSA-5654736,2/49,0.04221628692418035,0.08339659134715381,7.969650403380714,25.22353855949501,UBB;UBC,3,REACTOME,100,0.35000472952606015
Reactome_2022_fixed.gmt,Signaling By NOTCH3 R-HSA-9012852,2/49,0.04221628692418035,0.08339659134715381,7.969650403380714,25.22353855949501,UBB;UBC,3,REACTOME,100,0.35000472952606015
Reactome_2022_fixed.gmt,TCF Dependent Signaling In Response To WNT R-HSA-201681,4/198,0.043047713322874076,0.08477898281324436,3.5575893461159325,11.19020576998612,UBB;PSME1;UBC;PSMB9,3,REACTOME,100,0.35534315843207503
Reactome_2022_fixed.gmt,Regulation Of Ornithine Decarboxylase (ODC) R-HSA-350562,2/50,0.04378954367478543,0.08597703087366408,7.804575212581835,24.415522621126705,PSME1;PSMB9,3,REACTOME,100,0.3594286524445775
Reactome_2022_fixed.gmt,Ub-specific Processing Proteases R-HSA-5689880,4/201,0.04507171090149216,0.08822547665823996,3.5025221281050727,10.856069024338067,UBB;PSME1;UBC;PSMB9,3,REACTOME,100,0.36534766242908345
Reactome_2022_fixed.gmt,Transcriptional Activity Of SMAD2/SMAD3:SMAD4 Heterotrimer R-HSA-2173793,2/51,0.04538445031027571,0.08830086404778718,7.6461697264616975,23.64643543706776,UBB;UBC,3,REACTOME,100,0.36534766242908345
Reactome_2022_fixed.gmt,Translocation Of SLC2A4 (GLUT4) To Plasma Membrane R-HSA-1445148,2/51,0.04538445031027571,0.08830086404778718,7.6461697264616975,23.64643543706776,CALM1;YWHAQ,3,REACTOME,100,0.36534766242908345
Reactome_2022_fixed.gmt,Activation Of RAC1 Downstream Of NMDARs R-HSA-9619229,1/7,0.04580348912692275,0.0885809219151299,34.57719977863863,106.6151652210301,CALM1,3,REACTOME,100,0.36556665082667067
Reactome_2022_fixed.gmt,Defective Factor VIII Causes Hemophilia A R-HSA-9662001,1/7,0.04580348912692275,0.0885809219151299,34.57719977863863,106.6151652210301,TPST2,3,REACTOME,100,0.36556665082667067
Reactome_2022_fixed.gmt,Formation Of TC-NER Pre-Incision Complex R-HSA-6781823,2/52,0.047000657001810046,0.09035350181840499,7.494037724940378,22.913722524907318,UBB;UBC,3,REACTOME,100,0.3690963481642711
Reactome_2022_fixed.gmt,Signaling By Non-Receptor Tyrosine Kinases R-HSA-9006927,2/52,0.047000657001810046,0.09035350181840499,7.494037724940378,22.913722524907318,UBB;UBC,3,REACTOME,100,0.3690963481642711
Reactome_2022_fixed.gmt,Interleukin-12 Family Signaling R-HSA-447115,2/54,0.05029558913658443,0.0963998791784535,7.207160236357317,21.5482408032819,PPIA;RAP1B,3,REACTOME,100,0.39058034245246503
KEGG_2021_Human_fixed.gmt,PD-L1 expression and PD-1 checkpoint pathway in cancer,3/89,0.02940881687284358,0.09802938957614526,5.4859443703374335,19.34596753138822,CD247;ZAP70;LCK,3,KEGG,100,0.39642789578594423
Reactome_2022_fixed.gmt,CREB1 Phosphorylation Thru Activation Of CaMKII/CaMKK/CaMKIV Cascasde R-HSA-442729,1/8,0.05217572302895626,0.0988269577371995,29.964028776978417,88.487911065985,CALM1,3,REACTOME,100,0.3976549711950565
Reactome_2022_fixed.gmt,Formyl Peptide Receptors Bind Formyl Peptides And Many Other Ligands R-HSA-444473,1/8,0.05217572302895626,0.0988269577371995,29.964028776978417,88.487911065985,ANXA1,3,REACTOME,100,0.3976549711950565
Reactome_2022_fixed.gmt,Intrinsic Pathway For Apoptosis R-HSA-109606,2/55,0.05197363272786136,0.0988269577371995,7.071764786138209,20.91134108182299,YWHAQ;GZMB,3,REACTOME,100,0.3976549711950565
Reactome_2022_fixed.gmt,Nef Mediated CD4 Down-regulation R-HSA-167590,1/8,0.05217572302895626,0.0988269577371995,29.964028776978417,88.487911065985,LCK,3,REACTOME,100,0.3976549711950565
Reactome_2022_fixed.gmt,Autophagy R-HSA-9612973,3/128,0.05384080715275808,0.10168175896298008,4.253297919433377,12.426960917822072,UBB;UBC;HSP90AA1,3,REACTOME,100,0.4071064454002896
Reactome_2022_fixed.gmt,Signaling By ERBB4 R-HSA-1236394,2/57,0.05538919657421149,0.10430012454325206,6.815611231669626,19.720089921621433,UBB;UBC,3,REACTOME,100,0.416236377821875
Reactome_2022_fixed.gmt,Constitutive Signaling By NOTCH1 HD+PEST Domain Mutants R-HSA-2894862,2/58,0.057126055846294266,0.10632710972547257,6.694334991279633,19.162500085075585,UBB;UBC,3,REACTOME,100,0.4216047348268558
Reactome_2022_fixed.gmt,G Alpha (I) Signaling Events R-HSA-418594,5/312,0.05692147785335051,0.10632710972547257,2.7614348662570594,7.914500262169233,CCL4;ANXA1;CALM1;CCL5;S1PR5,3,REACTOME,100,0.4216047348268558
Reactome_2022_fixed.gmt,Late SARS-CoV-2 Infection Events R-HSA-9772573,2/58,0.057126055846294266,0.10632710972547257,6.694334991279633,19.162500085075585,UBB;UBC,3,REACTOME,100,0.4216047348268558
Reactome_2022_fixed.gmt,Metabolism Of Polyamines R-HSA-351202,2/58,0.057126055846294266,0.10632710972547257,6.694334991279633,19.162500085075585,PSME1;PSMB9,3,REACTOME,100,0.4216047348268558
KEGG_2021_Human_fixed.gmt,Herpes simplex virus 1 infection,8/498,0.032614228135554965,0.10635074392028794,2.438242495260415,8.346120251080645,HLA-A;B2M;HLA-E;HLA-B;HLA-F;PDIA3;HLA-C;CCL5,3,KEGG,100,0.4216047348268558
Reactome_2022_fixed.gmt,Activation Of Ca-permeable Kainate Receptor R-HSA-451308,1/9,0.05850600634046977,0.10795950740189837,26.436309775708846,75.04279250695062,CALM1,3,REACTOME,100,0.4258843803023417
Reactome_2022_fixed.gmt,Interleukin-9 Signaling R-HSA-8985947,1/9,0.05850600634046977,0.10795950740189837,26.436309775708846,75.04279250695062,IL2RG,3,REACTOME,100,0.4258843803023417
Reactome_2022_fixed.gmt,Synthesis Of 5-Eicosatetraenoic Acids R-HSA-2142688,1/9,0.05850600634046977,0.10795950740189837,26.436309775708846,75.04279250695062,ALOX5AP,3,REACTOME,100,0.4258843803023417
Reactome_2022_fixed.gmt,Iron Uptake And Transport R-HSA-917937,2/59,0.0588818650535366,0.10834263169850734,6.577277054903205,18.62830962715417,UBB;UBC,3,REACTOME,100,0.4268726210985253
Reactome_2022_fixed.gmt,FCGR3A-mediated Phagocytosis R-HSA-9664422,2/60,0.06065630219659418,0.11097346197331434,6.464221099257595,18.11618479264903,CD247;ACTG1,3,REACTOME,100,0.4356385049903645
Reactome_2022_fixed.gmt,Recruitment And ATM-mediated Phosphorylation Of Repair And Signal Proteins At DNA Double Strand Breaks R-HSA-5693565,2/60,0.06065630219659418,0.11097346197331434,6.464221099257595,18.11618479264903,UBB;UBC,3,REACTOME,100,0.4356385049903645
Reactome_2022_fixed.gmt,DNA Double Strand Break Response R-HSA-5693606,2/61,0.06244904861970894,0.11360787376014847,6.354965343801754,17.624888063407102,UBB;UBC,3,REACTOME,100,0.4395195240596986
Reactome_2022_fixed.gmt,Late Phase Of HIV Life Cycle R-HSA-162599,3/136,0.06231678962946312,0.11360787376014847,3.9953114162851993,11.08908429367596,PPIA;UBB;UBC,3,REACTOME,100,0.4395195240596986
Reactome_2022_fixed.gmt,Activation Of AMPK Downstream Of NMDARs R-HSA-9619483,1/10,0.06479461125995134,0.11401019030439526,23.651268458917077,64.7224728135656,CALM1,3,REACTOME,100,0.4395195240596986
Reactome_2022_fixed.gmt,CaMK IV-mediated Phosphorylation Of CREB R-HSA-111932,1/10,0.06479461125995134,0.11401019030439526,23.651268458917077,64.7224728135656,CALM1,3,REACTOME,100,0.4395195240596986
Reactome_2022_fixed.gmt,Constitutive Signaling By Overexpressed ERBB2 R-HSA-9634285,1/10,0.06479461125995134,0.11401019030439526,23.651268458917077,64.7224728135656,HSP90AA1,3,REACTOME,100,0.4395195240596986
Reactome_2022_fixed.gmt,FGFR2b Ligand Binding And Activation R-HSA-190377,1/10,0.06479461125995134,0.11401019030439526,23.651268458917077,64.7224728135656,FGFBP2,3,REACTOME,100,0.4395195240596986
Reactome_2022_fixed.gmt,Integration Of Provirus R-HSA-162592,1/10,0.06479461125995134,0.11401019030439526,23.651268458917077,64.7224728135656,PPIA,3,REACTOME,100,0.4395195240596986
Reactome_2022_fixed.gmt,Interleukin-21 Signaling R-HSA-9020958,1/10,0.06479461125995134,0.11401019030439526,23.651268458917077,64.7224728135656,IL2RG,3,REACTOME,100,0.4395195240596986
Reactome_2022_fixed.gmt,MAP Kinase Activation R-HSA-450294,2/62,0.0642597889814779,0.11401019030439526,6.24932134885685,17.153269780971748,UBB;UBC,3,REACTOME,100,0.4395195240596986
Reactome_2022_fixed.gmt,RHO GTPases Activate PKNs R-HSA-5625740,2/62,0.0642597889814779,0.11401019030439526,6.24932134885685,17.153269780971748,YWHAQ;MYL12B,3,REACTOME,100,0.4395195240596986
Reactome_2022_fixed.gmt,Regulation Of FOXO Transcriptional Activity By Acetylation R-HSA-9617629,1/10,0.06479461125995134,0.11401019030439526,23.651268458917077,64.7224728135656,TXNIP,3,REACTOME,100,0.4395195240596986
Reactome_2022_fixed.gmt,STAT3 Nuclear Events Downstream Of ALK Signaling R-HSA-9701898,1/10,0.06479461125995134,0.11401019030439526,23.651268458917077,64.7224728135656,IL2RG,3,REACTOME,100,0.4395195240596986
Reactome_2022_fixed.gmt,Signaling By BRAF And RAF1 Fusions R-HSA-6802952,2/62,0.0642597889814779,0.11401019030439526,6.24932134885685,17.153269780971748,RAP1B;CALM1,3,REACTOME,100,0.4395195240596986
Reactome_2022_fixed.gmt,Sodium/Calcium Exchangers R-HSA-425561,1/10,0.06479461125995134,0.11401019030439526,23.651268458917077,64.7224728135656,CALM1,3,REACTOME,100,0.4395195240596986
Reactome_2022_fixed.gmt,Cytosolic Sensors Of Pathogen-Associated DNA R-HSA-1834949,2/63,0.06608821122585454,0.11565436964524545,6.147112930983324,16.700260620164723,UBB;UBC,3,REACTOME,100,0.4447926115747253
Reactome_2022_fixed.gmt,Peroxisomal Protein Import R-HSA-9033241,2/63,0.06608821122585454,0.11565436964524545,6.147112930983324,16.700260620164723,UBB;UBC,3,REACTOME,100,0.4447926115747253
Reactome_2022_fixed.gmt,Class A/1 (Rhodopsin-like Receptors) R-HSA-373076,5/327,0.0668710508090117,0.11639177492163118,2.629090478726552,7.111661163673333,CCL4;ANXA1;CCL5;XCL2;S1PR5,3,REACTOME,100,0.44656152976487573
Reactome_2022_fixed.gmt,Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016,3/140,0.06677516975783743,0.11639177492163118,3.8775757575757575,10.494364005856461,UBB;ITGB2;UBC,3,REACTOME,100,0.44656152976487573
Reactome_2022_fixed.gmt,Gap-filling DNA Repair Synthesis And Ligation In TC-NER R-HSA-6782210,2/64,0.06793400655338086,0.11760618338811095,6.048175182481752,16.264864815149757,UBB;UBC,3,REACTOME,100,0.4501478053820798
Reactome_2022_fixed.gmt,Semaphorin Interactions R-HSA-373755,2/64,0.06793400655338086,0.11760618338811095,6.048175182481752,16.264864815149757,MYL12B;HSP90AA1,3,REACTOME,100,0.4501478053820798
Reactome_2022_fixed.gmt,Cell Cycle R-HSA-1640170,8/654,0.06873722290959346,0.11867767172594688,2.0559876256767207,5.504833691644726,CCND3;UBC;UBB;PSME1;PSMB9;SUN2;YWHAQ;HSP90AA1,3,REACTOME,100,0.45143956373476735
Reactome_2022_fixed.gmt,Mitotic Anaphase R-HSA-68882,4/232,0.06906362211508063,0.11892238674361477,3.0181635708527335,8.066727687515481,UBB;PSME1;UBC;PSMB9,3,REACTOME,100,0.45143956373476735
Reactome_2022_fixed.gmt,Dual Incision In TC-NER R-HSA-6782135,2/65,0.06979686939264873,0.11945551714046675,5.952353583539284,15.84615405226262,UBB;UBC,3,REACTOME,100,0.45143956373476735
Reactome_2022_fixed.gmt,FOXO-mediated Transcription R-HSA-9614085,2/65,0.06979686939264873,0.11945551714046675,5.952353583539284,15.84615405226262,YWHAQ;TXNIP,3,REACTOME,100,0.45143956373476735
